Processo;Superintendencia;Ano_instauracao;Tipologia_processo;Grupo_economico;Servico_telecom;Renuncia;Valor_multa
535480017452015;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Não;2672,75
535480018342015;Superintendencia 2;2016;Licenciamento de Estação;Outros;SCM;Não;440,00
535480018352015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535480018902016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535480019092013;Superintendencia 2;2013;Outros;Grupo 1;STFC;Sim;2400,00
535480019292013;Superintendencia 2;2013;Licenciamento de Estação;Grupo 1;STFC;Sim;26399,99
535480019302013;Superintendencia 2;2013;Irregularidade Técnica e Certificação;Grupo 3;SMP;Sim;5000,00
535480019312013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2550,00
535480019322013;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;3585,08
535480019332013;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Sim;2932,75
535480019352014;Superintendencia 2;2017;Irregularidade Técnica;Grupo 4;SCM;Não;440,00
535480020412016;Superintendencia 2;2016;Obstrução à Fiscalização;Outros;SMP;Não;538,22
535480020452016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Sim;538,21
535480020482016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;2672,75
535480021222016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535480022382015;Superintendencia 2;2017;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535480022622014;Superintendencia 2;2015;Certificação e Não Outorgado - Radiofrequência;Outros;SMP;Não;978,22
535480024222013;Superintendencia 2;2015;Outros;Outros;SCM;Não;2805,00
535480024922013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;3010,08
535480024932013;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;2370,53
535480025712014;Superintendencia 2;2016;Licenciamento de Estação;Grupo 3;SEAC;Não;2400,00
535480031082014;Superintendencia 2;2014;Outros;Outros;SMP;Não;440,00
535480033332014;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SMP;Não;6426,19
535510000312017;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;2672,75
535510000862017;Superintendencia 2;2016;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;2152,87
535510001052013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;3000,00
535510001922016;Superintendencia 2;2015;Licenciamento de Estação;Outros;SCM;Não;440,00
535510003092015;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;2672,75
535510003302015;Superintendencia 2;2015;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;6156,45
535510003522014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;3027,85
535510005352015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535510005472013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Não;500,00
535510006062015;Superintendencia 2;2014;Irregularidade Técnica e Certificação;Outros;SCM;Sim;880,00
535510008962014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;7360,21
535512000752015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;534,55
535540001112018;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;11760,00
535540001752015;Superintendencia 2;2017;Irregularidade Técnica;Grupo 4;SCM;Não;2672,75
535540001772013;Superintendencia 2;2013;Outros;Grupo 3;SCM;Não;3010,08
535540001802015;Superintendencia 2;2015;Outros;Outros;SCM;Não;5345,49
535540002042013;Superintendencia 2;2015;Não Outorgado - Serviço;Grupo 1;STFC;Não;3501016,00
535540002152013;Superintendencia 2;2016;Certificação de Produtos;Outros;SMP;Não;990,00
535540002292013;Superintendencia 2;2015;Licenciamento de Estação;Outros;SCM;Não;3656,36
535540002302013;Superintendencia 2;2015;Outros;Outros;SCM;Não;3000,00
535540002322013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;3656,36
535540003192016;Superintendencia 2;2013;Não Outorgado - Serviço;Grupo 1;SCM;Não;2405,47
535540003792015;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Grupo 1;SMP;Não;6940,21
535540003802015;Superintendencia 2;2013;Outros;Grupo 3;SCM;Não;2672,75
535540003822015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535540004112016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540004172017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SMP;Não;2392,32
535540004292013;Superintendencia 2;2014;Outros;Outros;SCM;Não;1015,66
535540004582013;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Grupo 1;STFC;Não;360150,00
535540006662018;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SMP;Não;1196,16
535540006682018;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Sim;2392,13
535540006832017;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;2152,87
535540006842017;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SMP;Não;2152,87
535540006892018;Superintendencia 2;2014;Certificação e Não Outorgado - Radiofrequência;Outros;SMP;Não;2392,08
535540006902018;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SMP;Não;2392,08
535540006912018;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SMP;Sim;2392,08
535540006972014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;3010,08
535540006982014;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Sim;2558,57
535540007302015;Superintendencia 2;2014;Irregularidade Técnica;Grupo 3;SCM;Sim;5345,49
535540007412015;Superintendencia 2;2014;Outros;Outros;SCM;Não;2672,75
535540007912014;Superintendencia 2;2013;Outros;Grupo 2;SCM;Não;3010,08
535540008622017;Superintendencia 2;2013;Irregularidade Técnica;Grupo 1;STFC;Não;5000,00
535540008742017;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535540008782015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;4810,49
535540008792015;Superintendencia 1;2015;Não Outorgado - Serviço;Outros;SCM;Não;2271,83
535540009172014;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;3010,08
535540009362015;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;2672,75
535540010082018;Superintendencia 2;2013;Certificação e Não Outorgado - Radiofrequência;Outros;SMP;Não;898,02
535540010312013;Superintendencia 2;2016;Licenciamento de Estação;Grupo 1;STFC;Sim;37815,75
535540011052013;Superintendencia 2;2015;Descumprimento de Determinação;Grupo 1;STFC;Sim;10000,00
535540011492013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;1005,60
535540013822015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535540014112013;Superintendencia 2;2015;Irregularidade Técnica e Certificação;Outros;SCM;Não;3656,36
535540015512014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535540015522014;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Não;5345,49
535540015532014;Superintendencia 2;2019;Obstrução à Fiscalização;Outros;SCM;Não;2833,11
535540015542014;Superintendencia 2;2019;Obstrução à Fiscalização;Outros;SCM;Não;4810,94
535540015552014;Superintendencia 2;2015;Outros;Outros;SCM;Não;2672,75
535540015572014;Superintendencia 2;2013;Outros;Outros;SCM;Não;4810,94
535540015612017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;2271,83
535540015622015;Superintendencia 1;2013;Certificação e Não Outorgado - Serviço;Grupo 1;SEAC;Não;6414,59
535540015662017;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535540016432013;Superintendencia 2;2013;Outros;Outros;SCM;Não;3311,09
535540016902017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;2405,47
535540018362017;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2392,32
535540020522016;Superintendencia 2;2019;Obstrução à Fiscalização;Outros;SCM;Sim;2405,48
535540022432014;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;440,00
535540022842016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540023102013;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;3010,08
535540023122013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;1704,72
535540023142013;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SMP;Não;24442,18
535540023192016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540023292015;Superintendencia 2;2013;Obstrução à Fiscalização;Grupo 1;SCM;Não;5880,04
535540023802018;Superintendencia 2;2018;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Sim;640,00
535540023922016;Superintendencia 2;2018;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Sim;4810,95
535540024302016;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Sim;2405,47
535540024342014;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Sim;2672,75
535540025992013;Superintendencia 2;2018;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535540026182014;Superintendencia 2;2018;Não Outorgado - Radiofrequência;Outros;SCM;Não;2405,47
535540026192014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535540026202014;Superintendencia 2;2014;Outros;Outros;SCM;Não;7194,63
535540026292013;Superintendencia 2;2015;Outros;Outros;SCM;Não;2709,07
535540026372014;Superintendencia 2;2015;Outros;Outros;SCM;Não;2672,75
535540026452016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540026462016;Superintendencia 2;2017;Irregularidade Técnica;Grupo 1;SCM;Não;2672,75
535540026482016;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;3470,10
535540026492016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535540026502016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535540026512016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;2672,76
535540026522014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Sim;4810,93
535540026752013;Superintendencia 2;2018;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;3000,00
535540027092013;Superintendencia 2;2013;Outros;Grupo 1;SCM;Não;3010,08
535540027432013;Superintendencia 2;2015;Outros;Grupo 2;SCM;Não;3145,53
535540027442013;Superintendencia 2;2013;Outros;Grupo 1;SCM;Sim;3010,08
535540027452013;Superintendencia 2;2013;Outros;Outros;SCM;Não;2709,07
535540028452017;Superintendencia 2;2018;Não Outorgado - Radiofrequência;Outros;SMP;Não;684,00
535540028492017;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SMP;Não;1196,16
535540029832016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540029862016;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Não;1625,05
535540030112016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535540030602015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4810,00
535540030732017;Superintendencia 2;2014;Não Outorgado - Radiofrequência;Outros;SMP;Sim;2392,32
535540030742017;Superintendencia 2;2014;Certificação e Não Outorgado - Radiofrequência;Outros;SMP;Não;2392,08
535540031042018;Superintendencia 2;2014;Obstrução à Fiscalização;Outros;SCM;Não;9656,25
535540031482016;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;2940,02
535540031512016;Superintendencia 2;2015;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535540031532016;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;2405,47
535540032422014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535540032452014;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535540033242016;Superintendencia 2;2017;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;2271,83
535540034252018;Superintendencia 2;2013;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;640,00
535540034272018;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SMP;Não;640,00
535540035352014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;3230,47
535540035362014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535540036742016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535540036942017;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SMP;Não;2392,32
535540037512016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;5345,49
535540038172013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Sim;650,00
535540038872018;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535540041462013;Superintendencia 2;2013;Outros;Outros;SCM;Não;2709,07
535540045542013;Superintendencia 2;2013;Outros;Outros;SCM;Não;3010,08
535540046402013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;3010,08
535540046712013;Superintendencia 2;2014;Outros;Outros;SCM;Sim;3010,08
535540046722013;Superintendencia 2;2014;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;5595,49
535540049132015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540049142015;Superintendencia 2;2014;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;2672,75
535540050182015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540050192015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540056202015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;2405,47
535540058192015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535540060302015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2271,83
535540081162015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535540081192015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535540085312015;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SMP;Não;2021,32
535542006102015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;2672,75
535542008572015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535542011412015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535570000572013;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;864,67
535570000692017;Superintendencia 2;2017;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;2405,47
535570001802014;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;3010,08
535570002232017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Sim;440,00
535570002292015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;440,00
535570002422013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;33254,83
535570003892013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535570004212016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535570004672013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Sim;7569,12
535570005062015;Superintendencia 2;2018;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;2405,47
535570006942014;Superintendencia 2;2019;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;2672,75
535570007012016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535570007022016;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Sim;440,00
535570007042016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535570007052016;Superintendencia 2;2016;Certificação de Produtos;Outros;SCM;Não;2271,83
535570007142014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535570007152016;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;492,74
535570008772016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2271,83
535570009772016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535570010372016;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;3000,00
535570010502016;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;1125,00
535570010972016;Superintendencia 2;2018;Não Outorgado - Radiofrequência;Outros;SCM;Não;2271,83
535570013112015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535570013122015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;2405,47
535570013192014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535570013622014;Superintendencia 2;2013;Outros;Outros;SCM;Sim;5345,49
535570013632014;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;4810,94
535570013652014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535570014122014;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;2940,02
535570015482013;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535570016902015;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535570017722014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535570018272015;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Sim;2405,47
535600003232016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535600003612013;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;488,00
535600003742015;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535600004102017;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535600004372016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535600006192016;Superintendencia 2;2014;Não Outorgado - Radiofrequência;Outros;SMP;Sim;3470,09
535600006812017;Superintendencia 2;2014;Não Outorgado - Serviço;Grupo 4;SMP;Não;440,00
535600008582016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535600009042013;Superintendencia 2;2014;Certificação de Produtos;Grupo 3;SMP;Sim;55425,37
535600010682015;Superintendencia 2;2014;Outros;Outros;SCM;Não;440,00
535600011342013;Superintendencia 2;2014;Direitos do Consumidor - STFC;Outros;SMP;Não;7079371,74
535600012062016;Superintendencia 2;2014;Certificação de Produtos;Outros;SCM;Não;2405,47
535600012212016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535600012482017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535600013212016;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;2672,75
535600014042016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535600014282016;Superintendencia 1;2013;Não Outorgado - Serviço;Grupo 1;SCM;Não;4543,67
535600015862015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535600017242015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;6940,21
535600018112015;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Sim;6940,20
535600019552015;Superintendencia 2;2014;Outros;Outros;SCM;Sim;5345,48
535600019712015;Superintendencia 2;2016;Licenciamento de Estação;Outros;SCM;Não;2672,75
535600019872015;Superintendencia 2;2016;Outros;Outros;SCM;Não;6246,19
535600020802015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;6940,21
535600020932016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;4164,12
535600022042016;Superintendencia 2;2014;Não Outorgado - Radiofrequência;Outros;SMP;Sim;10410,30
535600028062016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;4543,67
535600028102016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535600032052016;Superintendencia 2;2016;Irregularidade Técnica;Outros;SCM;Não;4543,67
535600033622016;Superintendencia 2;2016;Irregularidade Técnica;Outros;SCM;Sim;5078,21
535600033662016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5880,04
535600033672016;Superintendencia 2;2014;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;2593,11
535600033882016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535600034602016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535600040612014;Superintendencia 2;2014;Outros;Outros;SCM;Não;2672,75
535600046432014;Superintendencia 2;2014;Outros;Outros;SCM;Não;2672,75
535600056232014;Superintendencia 2;2014;Outros;Outros;STFC;Não;25327,69
535600066382014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535602004562015;Superintendencia 2;2013;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535602004732015;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Sim;5345,48
535602004752015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535602004762015;Superintendencia 1;2014;Licenciamento de Estação;Outros;SCM;Sim;5345,48
535602004782015;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535602004792015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;5078,21
535602004802015;Superintendencia 1;2013;Não Outorgado - Serviço;Outros;SCM;Sim;5345,48
535602004812015;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535602007172015;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;5345,49
535602007252015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;4543,67
535602007952015;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;4543,67
535602007962015;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535602007972015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;3068,20
535630001412016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535630001422016;Superintendencia 1;2013;Não Outorgado - Serviço;Grupo 1;SCM;Não;4543,67
535630001642016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5078,22
535630001672016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5175,71
535630001772017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;2405,47
535630002082013;Superintendencia 2;2017;Licenciamento de Estação;Grupo 1;STFC;Não;1143288,27
535630002262016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2940,02
535630003762016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5880,04
535630005792014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535630005952017;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535630006892015;Superintendencia 2;2015;Outros;Outros;SCM;Não;5345,49
535630006902015;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;6940,21
535630006972014;Superintendencia 2;2015;Irregularidade Técnica;Grupo 1;SMP;Não;500,00
535630007582016;Superintendencia 2;2015;Irregularidade Técnica e Certificação;Grupo 1;SCM;Não;2405,47
535630007602016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535630008412014;Superintendencia 2;2015;Outros;Outros;SCM;Sim;440,00
535630008422014;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;4810,94
535630009122016;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;5078,22
535630009712015;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;440,00
535630009742015;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;6940,21
535630011632014;Superintendencia 2;2013;Outros;Grupo 1;SCM;Não;4810,94
535630015352015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5078,22
535630016072015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535630017052015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535630017252015;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;2672,75
535632001542015;Superintendencia 2;2016;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;614,53
535660000042017;Superintendencia 2;2016;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;4810,94
535660000252017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;2138,20
535660000272015;Superintendencia 2;2016;Outros;Outros;SCM;Sim;6940,20
535660000432015;Superintendencia 2;2014;Outros;Outros;SCM;Sim;2672,75
535660000442015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535660000652014;Superintendencia 2;2014;Outros;Outros;SCM;Não;5345,49
535660000802017;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535660001252014;Superintendencia 2;2014;Descumprimento de Determinação;Outros;SCM;Não;5345,49
535660001262014;Superintendencia 2;2014;Outros;Outros;SCM;Não;5345,49
535660001262016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535660001272014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535660001282014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535660002162016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535660002192013;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;502,80
535660002292017;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5880,04
535660002492017;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Sim;4810,93
535660002512017;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535660002832016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535660004172016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535660004182016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535660004202016;Superintendencia 2;2015;Licenciamento de Estação;Outros;SCM;Sim;2138,20
535660004212016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535660004222016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535660005392016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;2539,11
535660005472016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
